ICAR_NOM_RUE
Avenue Abbesse de Remiremont
Avenue Albert 1er
Avenue Alphonse Allard
Avenue de l'Ancienne Barrière
Avenue Béatrice de Cusance
Avenue Bel Air
Avenue Blücher
Avenue Britannique
Avenue Chantecler
Avenue du Clair Soleil
Avenue Coquette
Avenue de Basingstoke
Avenue de Cantecroy
Avenue de Drummondville
Avenue de Finlande
Avenue de Guéménée
Avenue de Jéricho
Avenue de la Belle Province
Avenue de la Bonne Fosse
Avenue de la Brise
Avenue de la Chevauchée
Avenue de la Corniche
Avenue de la Crinière
Avenue de la Croix Poncin
Avenue de la Croix-Rouge
Avenue de la Ferme
Avenue de la Fidélité
Avenue de la Flohaye
Avenue de la Grande Armée
Avenue de la Grande Boucle
Avenue de la Liberté
Avenue de la Manette
Avenue de la Métairie
Avenue de la Paix
Avenue de la Tendraie
Avenue de la Turquoise
Avenue de l'Aiglon
Avenue de l'Alleu
Avenue de l'Armistice
Avenue de l'Artisanat
Avenue de l'Egalité
Avenue de l'Empereur
Avenue de l'Ermitage
Avenue de l'Estrée
Avenue de l'Industrie
Avenue de l'Orée
Avenue de Marsan
Avenue de Menden
Avenue de Norvège
Avenue des Pays-Bas
Avenue de Rohan
Avenue de Soubise
Avenue de Suède
Avenue de Tchéquie
Avenue de Tenbroeck
Avenue de Vaudémont
Avenue Déesse Pomone
Avenue d'Epinoy
Avenue des Alouettes
Avenue des Aunelles
Avenue des Avocettes
Avenue des Bergeronnettes
Avenue des Bouleaux
Avenue des Cerisiers
Avenue des Champs
Avenue des Champs Clairs
Avenue des Coquelicots
Avenue des Cyclamens
Avenue des Deux Sapins
Avenue des Erables
Avenue des Etangs
Avenue des Géraniums
Avenue des Grives
Avenue des Hêtres
Avenue des Mésanges
Avenue des Moines
Avenue des Muguets
Avenue des Octrois
Avenue des Pétunias
Avenue des Pinsons
Avenue des Quatre Bonniers
Avenue des Ramiers
Avenue des Roses
Avenue des Sorbiers
Avenue des Sources
Avenue des Tarins
Avenue des Tourterelles
Avenue des Trois Battues
Avenue des Vanneaux
Avenue des Vieux Belges
Avenue des Vingt Bonniers
Avenue des Warrois
Avenue d'Espagne
Avenue du Beau Site
Avenue du Bois Amory
Avenue du Bois des Collines
Avenue du Bouvreuil
Avenue du Cadre Noir
Avenue du Callois
Avenue du Castel
Avenue du Cent Douzième de ligne
Avenue du Champ de la Bloquerie
Avenue du Chemin Creux
Avenue du Commerce
Avenue du Dernier Carré
Avenue du Feuillage
Avenue du Fief
Avenue du Forgeron
Avenue du Japon
Avenue du Mont Marcure
Avenue du Pont des Diâp
Avenue du Portugal
Avenue du Pré Hérault
Avenue du Sabotier
Avenue du Saphir
Avenue du Tonnelier
Avenue du Triangle
Avenue du Verger
Avenue de la Garde Impériale
Avenue Général Kellerman
Avenue Général Milhaud
Avenue Général Ruquoy
Avenue Geneviève de Brabant
Avenue Georges Rousseau
Avenue Germinal
Avenue de la Grande Closière
Avenue de la Grande Jonction
Avenue Grand-Peine
Avenue Henri de Withem
Avenue Jacques Brel
Avenue de la Douce Colline
Avenue Léon Jourez
Avenue Maréchal Ney
Avenue Napoléon
Avenue de la Petite Jonction
Avenue Prince d'Orange
Avenue Prince Jérôme Bonaparte
Avenue Raymond Brassinne
Avenue des Rouges-Gorges
Avenue Saint-Jacques
Avenue des Verts Pâturages
Avenue Victor Hugo
Avenue Wellington
Avenue Prince Charles de Lorraine
Baty du Cerisier
Bois du Village
Boulevard d'Angleterre
Boulevard de France
Boulevard de l'Alliance
Boulevard de l'Europe
Boulevard Pire Lefèbvre Desnouettes
Bruyère des Badauds
Campagne des Rites
Chaussée Bara
Chaussée d'Alsemberg
Chaussée de Charleroi
Chaussée de Mont Saint-Jean
Chaussée de Nivelles
Chaussée de Tubize
Chaussée d'Ophain
Chaussée Reine Astrid
Chemin Baty de la Croix Charles Boucher
Chemin Baty d'Hulencourt
Chemin Baty de La Justice
Chemin Le Baty Scolasse
Chemin de Bertinchamps
Chemin du Bois d'Ophain
Chemin du Bois du Vicaire
Chemin du Bosquet del Vau
Chemin Broctiaux
Chemin du Champ de la Clôture
Chemin Chesseroux
Chemin de Baulers
Chemin de Bois-Le-Duc
Chemin de Haut-Ittre
Chemin de la Bruyère d'Alconval
Chemin de la Carrière
Chemin de la Cense
Chemin de la Chapelle
Chemin de la Chapelle de Goutte
Chemin de la Maison à tout Vent
Chemin de la Praye
Chemin de l'Ange Gardien
Chemin de l'Ermite
Chemin de l'Infante
Chemin de la Maison du Roi
Chemin de Nizelles
Chemin de Noucelles
Chemin de Pierre Charlier
Chemin de Plancenoit
Chemin de Remyval
Chemin de Saint-Germain
Chemin de Tisvenhoort
Chemin de Tourneppe
Chemin de Vieux Genappe
Chemin des Brulés
Chemin des Eglantiers
Chemin des Oisillons
Chemin des Pères
Chemin des Petites Brunes
Chemin des Piécettes
Chemin des Prés d'Ophain
Chemin des Roussettes
Chemin des Sept Fontaines
Chemin des Talus
Chemin des Vertes Bornes
Chemin des Voiturons
Chemin dit le Bois
Chemin d'Ophain
Chemin du Blanc Caillou
Chemin du Bois de Hal
Chemin du Champ
Chemin du Champ de l'Epine
Chemin du Champ des Hayettes
Chemin du Foriest
Chemin du Goumont
Chemin du Long Cheneau
Chemin du Long Tour
Chemin du Parc
Chemin du Pendu
Chemin du Pont Haye
Chemin du p'tit Coriat
Chemin du Rossignol
Chemin du Roton
Chemin du Roussart
Chemin du Sadin
Chemin du Stecq
Chemin du Valcq
Chemin du Vivier
Chemin du Fond Saint-Georges
Chemin Jean Lanneau
Chemin Lazard
Chemin Maison du Roi
Chemin Mamour
Chemin Paale
Chemin du Pré de la Perche
Chemin Robin
Chemin Vingt-Trois
Clos Armand Bernier
Clos Beliau
Clos Bourdon
Clos de Bel Voir
Clos de la Ferme Demarbaix
Clos de la Ferme l'Agent
Clos de la Houblonnière
Clos de la Masserée
Clos de la Pépinière
Clos de la Sapinière
Clos de l'Araucaria
Clos de l'Aurore
Clos de l'Epicéa
Clos de l'Ermite
Clos de l'Horizon
Clos de l'If
Clos des Brûlots
Clos des Centenaires
Clos des Epinoches
Clos des Pommiers
Clos des Tilleuls
Clos des Verdiers
Clos du Cèdre
Clos du Champ d'Abeiche
Clos du Colbie
Clos du Conifère
Clos du Cyprès
Clos du Genévrier
Clos du Mélèze
Clos du Paddock
Clos du Parc
Clos du Poney
Clos du Prince d'Orange
Avenue du Clos Sadin
Clos du Sarty
Clos du Séquoia
Clos du Taillevent
Clos du Thuya
Clos Lamartine
Clos Sainte-Rita
Clos Sainte-Rolande
Clos Saint-Jean
Clos du Val de l'Ecossais
Drève de Colipain
Drève des Pins
Drève du Bois de Mai
Drève du Triage de la Bruyère
Drève Dudinsart
Drève Petit Père Denis
Drève du Petit Père Michel
Esplanade Lieutenant Général Baron Snoy
Ferme du brou
Ferme le Mont
Grand-Place Baudouin 1er
Grand'Route
Jardin de Monseigneur Croquet
Petite Rue à l'Art
Petite rue de la Gare
Petite Rue du Château d'Eau
Place Abbé Renard
Place Cardinal Mercier
Place Colo-Hugues
Place de la Croix Saint-Zèle
Place de la Gare
Place d'Italie
Place d'Ophain
Place du Luxembourg
Place du Môle
Place du Quartier Saint-Jacques
Place Ouistreham Riva Bella
Place Sainte-Anne
Place Saint-Sébastien
Place Saint-Zèle
Avenue de l'Avenir
Pré du Chapitre
Rond-point du Scoutisme
Route du Lion
Rue à la Marne
Rue Albert Desenfans
Rue Armand De Moor
Rue Armand Wilputte
Rue Arnould Bourgeys
Rue au Gué
Rue de la Basse Mouturie
Rue Baty Gigot
Rue Bayard
Rue Bertinchamp
Rue du Bois d'Hawia
Rue Bon Air
Rue Castor
Rue César Franck
Rue des Champs du Bois
Rue Charles Decoster
Rue Charles Plisnier
Rue Chavée
Rue Chopin
Rue Cloquet
Rue Colo-Hugues
Rue Comte Jacques de Meeüs
Rue Coniche
Rue Courte
Rue de la Croix de Pierre
Rue d'Abeiche
Rue d'Alconval
Rue de Belgique
Rue de Bois-Seigneur-Isaac
Rue du Bouton d'Or
Rue de Cambrai
Rue de Caraute
Rue de Dinant
Rue de Hal
Rue de la Basse-Cour
Rue de la Bouvrée
Rue de la Briqueterie
Rue de la Bruyère
Rue de la Chiennerie
Rue de la Colonelle
Rue de la Croix
Rue de la Dame à la Rose
Rue de la Filature
Rue de la Fontaine
Rue de la Fraternité
Rue de la Gare
Rue de la Goëtte
Rue de la Graignette
Rue de la Haute Borne
Rue de la Houlette
Rue de la Justice
Rue de la Légère Eau
Rue de la Libération
Rue de la Maloux
Rue de la Malplaquée
Rue de la Neuve-Cour
Rue de la Neuville
Rue de la Papyrée
Rue de la Royale Harmonie
Rue de la Semaillère
Rue de la Solidarité
Rue de la Trairée
Rue de l'Abbaye
Rue de l'Ancien Bourg
Rue de l'Ancienne Forge
Rue de l'Eau Vive
Rue de l'Ecole
Rue de l'Eglise
Rue de l'Energie
Rue de l'Hôpital
Rue de Lillois
Rue de Merbraine
Rue de Paudure
Route de Piraumont
Rue de Sart-Moulin
Rue Debussy
Rue Delaleau
Rue des Acacias
Rue des Alliés
Rue des Arbalétriers
Rue des Archers
Rue des Aunes
Rue des Badauds
Rue des Berges du Ruisseau
Rue des Bleuets
Rue des Brasseurs
Rue des Chardonnerets
Rue des Châtaigniers
Rue des Chênes
Rue des Combattants
Rue des Croix de Feu
Rue des Déportés
Rue des Fauvettes
Rue des Fleurs
Rue des Fossés
Rue des Frênes
Rue des Genêts
Rue des Hauts Tiennes
Rue des Hirondelles
Rue des Jambes
Rue des Joncs
Rue des Lilas
Rue des Maçons fumistes
Rue des Marolles
Rue des Merisiers
Rue des Nénufars
Rue des Noisetiers
Rue des Ormes
Rue des Pâquerettes
Rue des Paveurs
Rue des Piles
Rue des Platanes
Rue des Résistants
Rue des Roseaux
Rue des Salamandres
Rue des Salanganes
Rue des Saussois
Rue des Taillis
Rue des Tilleuls
Rue des Tisserands
Rue des Trois Apôtres
Rue d'Hennuyères
Rue d'Irlande
Rue d'Odeghien
Rue Doyen Van Belle
Rue du Batisseau
Rue du Baty
Rue du Berger
Rue du Bois Planté
Rue du Bossu
Rue du Castegier
Rue du Charron
Rue du Château
Rue du Château d'Eau
Rue du Chevreuil
Rue du Cimetière
Rue du Cimorné
Rue du Coin de Terre
Rue du Colbie
Rue du Cours d'Eau
Rue du Cuisinier
Rue du Dessus
Rue du Doignon
Rue du Drape
Rue du Faisan
Rue du Four
Rue du Gazon
Rue du Hain
Rue du Hainaut
Rue du Hautmont
Rue du Jacquier
Rue du Jardinier
Rue du Marais
Rue du Marteau
Rue du Ménil
Rue du Môle
Rue du Moulin
Rue du Moulin à Aubes
Rue du Moulin à Eau
Rue du Nicage
Rue du Paradis
Rue du Petit Jean
Rue du Pirois
Rue du Rossignol
Rue du Ry Ternel
Rue du Serment
Rue du Soleil Levant
Rue du Try
Rue du Valcq
Rue du Vert Coucou
Rue du Vieux Foriest
Rue du Vignoble
Rue de l'Epine Pucelle
Rue Ernest Laurent
Rue Fontaine Saint-Martin
Rue Fortemps
Rue de la Fosse au Sable
Rue Gaston Dubois
Rue Gaston Reiff
Rue Georges Rodenbach
Rue Georges Simenon
Rue Giroune
Rue Grand-Mère
Rue Grange des Champs
Rue de Griponwez
Rue Gritte
Rue Henri Pirenne
Rue Hippolyte
Rue Jacques Hubeau
Rue Jean le Meunier
Rue Jean Volders
Rue Jean-Sébastien Bach
Rue Joseph Gos
Rue Jules Bordet
Rue Jules Destrée
Rue Jules Hans
Rue Kattekop
Rue La Rue
Rue La Vau
Rue Les Belles Pierres
Rue les Brûlés
Rue les Culots
Rue les Hayettes
Rue Les Saules
Rue Les Tiennes
Rue Longchamp
Rue Longue
Rue Marcel Thiry
Rue du Marché aux Porcs
Rue Marie Tête de Bois
Rue Marius Wautier
Rue Maurice Carême
Rue Maurice Maeterlinck
Rue des Mésanges Bleues
Rue Michel Botte
Rue Motte des Bergers
Rue Mottet
Rue Mozart
Rue Norbert Bourgeys
Rue Notre-Dame
Rue Palau
Rue du Parvis de l'Eglise
Rue Pergère
Rue Pierre Flamand
Rue de la Planche au Pêcheur
Rue Pré de la Blanche Maison
Rue Ramelot
Rue Raymond Lebleux
Rue René Francq
Rue Rivelaine
Rue Roger Laus
Rue Rombaut
Rue Sainte-Anne
Rue Sainte-Gertrude
Rue Saint-Laurent
Rue Saint-Nicolas
Rue Saint Saens
Rue Saint-Sébastien
Rue Saint-Zèle
Rue Schépers
Rue Scolasse
Rue Stanislas-André Steeman
Rue Timpe et Tard
Rue Tour des Vaux
Rue de la Vallée Bailly
Rue Verte
Rue Wayez
Ruelle du Try
Ruelle Margot
Sentier Baillieu
Sentier Broctiaux
Sentier de la Bruyère Cambrai
Sentier de la Croix Charles Boucher
Sentier d'Aigremont
Sentier de Faux Bien
Sentier de la Berlotte
Sentier de la Bruyère
Sentier de la Flohaye
Sentier de la Fontaine
Sentier de la Grosse Borne
Sentier le long de la Muraille du Parc
Sentier de la Praye
Sentier de la Rivière
Sentier de la Vallée
Sentier de Saint-Germain
Sentier des Belles Pierres
Sentier des Drapes
Sentier des Moineaux
Sentier des Moines
Sentier des Talus
Sentier de Bon Air
Sentier du Croquillon
Sentier du Doignon
Sentier du Mayeur
Sentier du Ménil
Sentier du Moulin à Vent
Sentier du Nicage
Sentier du Pré Coquette
Sentier du Rossignol
Sentier du Try
Sentier du Try Hennois
Sentier le Clauswheyde
Sentier le Petit
Sentier le Roctia
Sentier le Sècheron
Sentier Longchamps Bouvrée
Sentier Palau
Sentier de Saint-Zèle
Sentier Scolasse
Sentier Tahoux
Sentier de Timpe et Tard
Sentier de la Vieille Carrière
Sentier de la Vieille Ferme de Cambrai
Square d'Allemagne
Square d'Hougoumont
Square Drouet d'Erlon
Square du Danemark
Square du Valcq
Square Lully
Square Ravel
Vieux Chemin d'Alsemberg
Vieux Chemin de Nivelles
Allée des Mélèzes
Avenue Bel Air
Avenue de la Marbrerie
Avenue de la Ramée
Avenue des Boignées
Avenue des Peupliers
Avenue du Beau Séjour
Avenue Gaston Mertens
Avenue Jean Devreux
Avenue John Kennedy
Avenue Reine Astrid
Bois du Foyau
Chaussée de Tubize
Chaussée d'Ophain
Chemin de Colipain
Chemin de Scrève
Chemin des Alouettes
Chemin du Bois de Clabecq
Chemin du Bois Moulin
Chemin du Rond Bosquet
Chemin du Rosoir
Chemin du Sacrement
Chemin du Steck
Chemin Saint-Joseph
Chemin Vert
Clos de Girsart
Clos de la Musique
Clos des Aulnes
Clos des Coquinettes
Clos des Sorbiers
Clos des Sources
Clos du Bois Sauvage
Clos du Chenoy
Clos du Coteau
Clos du Moulin Linard
Clos du Royon
Clos du Vallon
Drève de Colipain
Drève du Bois d'Hautmont
Grand Chemin
Grand'Place
Grand'Place de Wauthier-Braine
Impasse Séroux
Les Colir
Les Frèchaux
Nizelles
Parc Industriel
Place de la Station
Place de Noucelles
Place des Martyrs
Rue Ardichamp
Rue Auguste Latour
Rue aux Escarbilles
Rue aux Esprits
Rue aux Manettes
Rue aux Racines
Rue Blangugue
Rue Boekendael
Chemin du Bois du Foyau
Rue Boularmont
Rue Cabiau
Rue Castiaux
Rue Champ Poirier
Rue Charles Herman
Rue Cour au Bois
Rue Courte de la Station
Rue de Hal
Rue de la Blanche Maison
Rue de la Carrière
Rue de la Clairière
Rue de la Fontaine Maqué
Rue de la Grande Bruyère
Rue de la Libération
Rue de la Pottérée
Rue de la Scaillée
Rue de la Station
Rue de la Vallée
Rue de l'Abbaye
Rue de l'Abbaye de Cîteaux
Rue de l'Ancienne Gare
Rue de l'Ancienne Pompe
Rue de l'Ermitage
Rue de l'Estaule
Rue de Mont Saint-Pont
Rue de Nivelles
Rue de Tubize
Rue des Cattys
Rue des Commerçants
Rue des Comtes de Robiano
Rue des Dègues
Rue des Dévoués
Rue des Ecoles
Rue des Etangs du Curé
Rue des Fonds
Rue des Frères Herpain
Rue des Quarante Bonniers
Rue des Radoux
Rue Désiré Seutin
Rue d'Hurbize
Rue du Bailli
Rue du Béguin
Rue du Bois
Rue du Bois d'Apechau
Rue du Bois de Samme
Rue du Bois d'Hautmont
Rue du Champ Binet
Rue du Chapitre
Rue du Chêne usé
Rue du Cimetière
Rue du Dessus
Rue du Drabe
Rue du Grand Lombroux
Rue du Millénaire
Rue du Roi Baudouin
Rue du Ruisseau
Rue du Tasson
Rue du Try
Rue du Zouave Français Michel
Rue Edmond Van Volxem
Rue Emile Schampaert
Rue Emile Vandervelde
Rue Flachaux
Rue Fonds Gouvart
Rue Fonteny
Rue François Gérard
Rue Henri Gouvart
Rue Hilaire Parmentier
Rue Idès Vanschepdael
Rue Jean Theys
Rue Landuyt
Rue Latérale
Rue Lequeut
Rue Les Cullus
Rue Libert Lanis
Rue Louis Gheude
Rue Macherlies
Rue Marcel Plasman
Rue Mathias
Rue Minon
Rue Mont Olivet
Rue Nicolas Baudine
Rue Notre-Dame au Bois
Rue Poulet
Rue Raymond Luyckx
Rue Robert Ledecq
Rue Sainte-Croix
Rue Saint-Roch
Rue Saint-Véron
Ruelle Barbet
Sentier à Bouclettes
Sentier Beauvegnies
Sentier Buselotte
Sentier Caramand
Sentier Cigarette
Sentier d'Alsemberg
Sentier de la Baraque
Sentier de la Pariselle
Sentier des Bruyères
Sentier des Communs Prés
Sentier des Fiefs
Sentier des Genêts
Sentier des Meurisses
Sentier des Monts
Sentier des Quarante Bonniers
Sentier du Bois de Clabecq
Sentier du Coucou
Sentier du Hasart
Sentier du Petit Beau Bois
Sentier du Ramier
Sentier du Try
Sentier Fontaine des Monts
Sentier Haut-Tienne
Sentier Houchets
Sentier Lavianne
Sentier Minon
Sentier Mourlan
Sentier Muraes
Sentier Périnnes
Sentier Piétin
Sentier Sainte-Anne
Venelle de la Placette
Vieux Chemin de Hal
Vieux Chemin de Nivelles
Avenue Champ de la Justice
Avenue de la Dame
Avenue de la Fraternité
Avenue de la Seigneurie
Avenue de la Terre Franche
Avenue de l'Egalité
Avenue de l'Escavée Rouge
Avenue Del Copette
Avenue Del Pirère
Avenue des Alouettes
Avenue des Attelages
Avenue des Bleuets
Avenue des Bouvreuils
Avenue des Chevaliers d'Escalada
Avenue des Deux Censes
Avenue des Marnières
Avenue des Mésanges
Avenue des Moissonneurs
Avenue des 14 Bonniers
Avenue des Sorbiers
Avenue du 14 Juillet
Avenue du Comté
Avenue du Grand Pré
Avenue du Ronvau
Avenue Fond Generet
Avenue Nouvelle
Bas-Bonlez
Boulevard du Centenaire
Champ des Buissons
Chaussée de Huy
Chemin Bernard Croix
Chemin de Gistoux
Chemin de la Bourlotte
Chemin de la Colette
Chemin de la Coquière
Chemin de la Dîme
Chemin de la Gorge aux Loups
Chemin de la Rolouyère
Chemin de l'Aftia
Chemin de l'Herbe
Chemin de Mettemembrulé
Chemin de Nil
Chemin de Royenne
Chemin de Toune
Chemin de Tout-Vent
Chemin de Vieusart
Chemin des Chouettes
Chemin des Cressonnières
Chemin des Glaneurs
Chemin des Olivettes
Chemin des Rousserolles
Chemin des Sapins
Chemin d'Oignies
Chemin du Beter
Chemin du Bois de Villers
Chemin du Bois Furaux
Chemin du Bonly
Chemin du Champ des Goffes
Chemin du Dieu Amant
Chemin du Fonds des Goffes
Chemin du Fort des Voiles
Chemin du Grand Sart
Chemin du Marguillier
Chemin du Masy
Chemin du Panorama
Chemin du Petit Champ
Chemin du Piroi
Chemin du Relai
Chemin du Roblet
Chemin du Serrui
Chemin Saint-Bavon
Clos de la Closerie
Clos de la Croisette
Clos de la Cuterelle
Clos des Genêts
Clos des Peupliers
Clos du Belvédère
Clos du Mégalithe
Clos du Van
Clos du Verger
Clos Les Gaioles
Clos Sainte-Anne
Colline des Sources
Corniche d'Or
Croix Thomas
La Place
Mouche-Bois
Orangerie
Parvis Saint-Roch
Pavillon
Place Communale
Rue Adrien Bidoul
Rue Almez
Rue Arsène Matton
Rue Arthur Libert
Rue Bois du Sart
Rue Bonneveau
Rue Bourguignon
Rue Brûlotte
Rue Bruyères d'Inchebroux
Rue Capitaine Delvaux
Rue Champtaine
Rue Chaudfour
Rue Colleau
Rue Collebrine
Rue Croisette
Rue d'Arnelle
Rue de Chastre
Rue de Chaumont
Rue de Corroy
Rue de Fontenelle
Rue de la Barre
Rue de la Briqueterie
Rue de la Calitrée
Rue de la Commone
Rue de la Cour Echevinale
Rue de la Cure
Rue de la Fenneraie
Rue de la Fontaine
Rue de la Grippelotte
Rue de la Haie Gérard
Rue de la Sarte
Rue de la Station
Rue de la Terre Brabançonne
Rue de la Vallée
Rue de l'Abbaye de Bonne Espérance
Rue de l'Eau
Rue de l'Ecole
Rue de l'Eglise
Rue de l'Epine
Rue de l'Ornoy
Rue de Louvranges
Rue de Mèves
Rue de Neussart
Rue de Sart-Risbart
Rue de Tourinnes
Rue de Vieusart
Rue de Wavre
Rue d'En-Haut
Rue des Babaures
Rue des Boissonnets
Rue des Bovrées
Rue des Bruyères
Rue des Cévennes
Rue des Coquelicots
Rue des Corbeaux
Rue des Ducs de Brabant
Rue des Ecureuils
Rue des Frères Poels
Rue des Moutons
Rue des Papeteries
Rue des Pâquerettes
Rue des 4 Carrés
Rue des Sables
Rue des Tonneaux
Rue des Vignes
Rue d'Incourt
Rue Drève du Bois
Rue du Bois Matelle
Rue du Brocsous
Rue du Centre
Rue du Cerisier
Rue du Château Féodal
Rue du Croly
Rue du Culot
Rue du Fief de Liège
Rue du Fraignat
Rue du Genistroit
Rue du Gros Médart
Rue du Laid Burniat
Rue du Manypré
Rue du Michelsberg
Rue du Moulin
Rue du Moulin d'Inchebroux
Rue du Sartau
Rue du Taillis
Rue du Try
Rue du Village
Rue du Warichet
Rue Ferme du Mont
Rue Fiermain
Rue Florémond
Rue Folle France
Rue Fond Delvaux
Rue Gentilsart
Rue Goffinet
Rue Inchebroux
Rue Jean Martin
Rue Jérôme NOËL
Rue Joseph Delforge
Rue Joseph Piette
Rue Lahaut
Rue Ocquière
Rue Peumont
Rue Pont des Brebis
Rue Pré Delcourt
Rue Roblet
Rue Saint-Roch
Rue Saucis
Rue Sentier Particulier
Rue Somville
Rue Zaine
Ruelle des Bois
Ruelle Gillot
Ruelle Maçon
Ruelle Seron
Sentier de l'Epine
Sentier du Berger
Square de la Liberté
Taille aux Frênes
Taille Thérèse
Tienne du Chenois
Tout-Vent
Tri d'Orbais
Val Villers
Voie de la Ferme Malevé
Voie de Messe
Voie des Champs
Avenue Bel Horizon
Avenue de Vaujours
Avenue de Wisterzée
Avenue des Bleuets
Avenue des Combattants
Avenue des Coquelicots
Avenue des Genêts
Avenue des Métallurgistes
Avenue des Muguets
Avenue des Pâquerettes
Avenue des Pavots
Avenue des Pervenches
Avenue des Prisonniers de Guerre
Avenue Paul Henricot
Avenue Reine Astrid
Bois d'El Croix
Chaussée de Bruxelles
Chemin de Grez
Chemin de Nivelles
Chemin de Noirhat
Chemin de Profondval
Chemin des Tombelles
Chenoy
Clos de la Gala
Clos de la Perdrix
Clos de l'Aciérie
Clos de l'Orne
Clos de Mérival
Clos de Profondval
Clos de Renonsart
Clos des Mésanges
Clos des Queutralles
Clos des Vertes Collines
Clos du Beau Ruisseau
Clos du Bia Ry
Clos du Bois-Catherine
Clos du Faisan
Clos du Lièvre
Clos du Puits
Clos du Sabotier
Clos Max Wéry
Drève de la Châtaigneraie
Drève des Chevreuils
Drève des Deux Bois
Drève Eugène Goblet d'Alviella
Nouvelle Route de Villers
Parc de Wisterzée
Pâturages
Place Baudouin Ier
Place Communale
Place de la Gare
Place de Sart
Place des Déportés
Promenade de la Thyle
Rue Albert Ier
Rue Basse
Rue Baudoux
Rue Belotte
Rue Bois des Dames
Rue Bois Milord
Ruelle Borlée
Rue Boucart
Rue Calotte
Rue Champ des Garennes
Rue Chapelle aux Sabots
Rue Coussin Ruelle
Rue de Beaurieux
Rue de Chevelipont
Rue de Faux
Rue de Ferrière
Rue de la Belle Haie
Rue de la Chapelle
Rue de la Chapelle Cléricy
Rue de la Ferme Blanche
Rue de la Filature
Rue de la Fontaine Magnole
Rue de la Limite
Rue de la Motte
Rue de la Papeterie
Rue de la Petite Escavée
Rue de la Quenique
Rue de la Résistance
Rue de la Roche
Rue de la Sapinière
Rue de la Taverne
Rue de L'Arbre de Justice
Rue de l'Eglise de Sart
Rue de Limauge
Rue de Mérivaux
Rue de Mont-Saint-Guibert
Rue de Néry
Rue de Nivelles
